info	time	type	plate	ABL1	ADAM9	ALCAM	APP	AURKA	AURKB	AXIN1	AXL	BLMH	CASP3	CAV1	CCNA2	CCNE1	CDH1	CSTB	CTSD	EDIL3	EIF4B	EPCAM	EPHA2	ERBB2	EZR	FABP5	FAS	FGF19	FGF2	GLI3	GLO1	GRN	HMOX1	HSPB1	IGFBP2	IKBKG	ITGB5	LGALS3	LIN28A	LRPAP1	LRRC16A	MESDC2	MET	METAP1D	MIF	MKI67	NOTCH1	NPM1	NQO1	NTHL1	PARK7	PARP1	PLAU	PLAUR	POU5F1	SCAMP3	SMAD4	SOD1	SOD2	SOX2	THY1	TNC	TNFRSF10B	TP53	ZNF24
Comb_48h_sc_B6	Comb	48h	sc	B6	0.425052865	0	0.023746051	0	0.089600232	0	0.036254722	0.152104697	0	6.328816972	0.000397561	0	0.610669554	0.719825946	0	0	0	0	4.108719495	0	1.050818246	0.394716569	0	1.408796165	0.051112972	0	0	2.547174878	0	0.198990126	0	0.228838305	0.94823297	0.506997269	0	1.222577856	0.187192877	0	0.146691235	0.058432594	1.10131223	3.363347866	0.346857069	0.368738829	0	0.272507871	0.382369844	0.795621893	0	0.750985311	0	0.718538378	0.19245979	0.007196583	1.331572582	0.340877068	1.401616283	0.381327407	0	2.022544755	0.599454766	2.615766003
Comb_48h_sc_B7	Comb	48h	sc	B7	0.581349599	0	0	0.320719507	0	0	0.112035167	1.321662482	0.140724142	8.566781374	0	0	0.359994009	1.465376648	0.197284065	0	0	0	5.837157963	0	1.681757178	0.73079956	0	2.80199555	0	0	0	3.092975316	0	0.612672093	0	0.31877561	1.51351975	0.994701634	0	1.30730836	0.356378228	0.420535603	0.259486022	0.59998437	1.304996739	4.033035936	0.37842726	1.210341253	0	0	0	1.544437346	0	1.441657606	0.462400773	1.197051075	0.422878403	0	1.695985397	0.167996058	1.124858115	1.645161083	0	3.032759994	3.755240247	2.50931875
Comb_48h_sc_B8	Comb	48h	sc	B8	0.220608767	0	0	0.498454982	0	0	0	0.649583027	0	7.654749828	0.085770657	0.260032999	0.498236369	1.318142552	0.282022124	0	0	0	5.270833012	0	1.200177821	0.532256431	0.034211932	2.746936957	0	0	0	2.871116729	0	0.817858165	0.460715177	0.587024149	1.285338126	0.658977965	0	1.417078988	0.59560931	0.174923726	0.309611719	0	0.850927398	3.69635996	0.405437287	1.73021617	0	0	0.52023587	1.197024908	0	1.293930097	0.06940182	0.677223858	0.436050246	0.049890206	1.516736491	0.260254954	0.797823868	0.98139315	0	2.733428334	3.12221095	2.504686472
Comb_48h_sc_B9	Comb	48h	sc	B9	0.207515127	0	0	0.105889808	0	0	0	0.24050801	0	6.969036911	0	0	0.914640748	0.745356879	0	0	0	0	3.984860459	0	0.861930532	0.347602536	0	2.169758776	0	0	0	2.193995067	0	0.07526066	0	0.34799933	1.276412406	0.571016854	0	1.130171438	0.380327924	0.537290076	0.172242731	0	0.581211209	3.560056415	0.298348181	0.490964966	0	0	0.767372228	0.978330604	0.10112507	0.936174296	0	0.299564072	0.218383998	0.206953176	1.292000675	0.193999892	1.060316489	1.004650136	0	1.754648337	3.133945572	2.401671471
Comb_48h_sc_B10	Comb	48h	sc	B10	0	0	0	0.446762106	0	0	0	0.458019667	0	7.09238013	0	0.161904444	0.837205729	0.739543498	0	0	0	0	6.201047248	0	1.042682546	0.33389974	0.121834033	1.57115429	0	0	0	2.453197462	0	0.585126994	0	0.191554346	0.045632084	0.369324629	0	1.36537184	0.256062365	0	0.117166499	0	0.663470741	2.882442564	0.149891256	0	0	1.149313948	0	0.3410577	0.464917377	0.390789553	0	0	0.027204312	0	1.434379112	0.015779826	0.797250913	0.676955269	0	1.602899979	0	0.103075001
Comb_48h_sc_B11	Comb	48h	sc	B11	0.426603127	0	0	0.248347618	0	0	0.254103855	0.604353029	0	7.704473896	0	0	0.983396879	0.546676598	0.031607705	0	0	0	5.937136248	0	0.853278663	0.287797108	0	2.869759739	0	0	0	2.663932963	0	0	0	0	0.992767122	0.46535679	0	0.592887651	0.146449628	0.248324509	0	0	1.170351615	3.691175063	0.336877575	0.61729674	0	0	0.526261208	0.959293976	0	0	0	0.371046847	0.363899198	0.19726401	1.325246553	0.107138228	0.734022093	0.348092936	0	2.200219033	1.538286313	2.472789855
Comb_48h_sc_B12	Comb	48h	sc	B12	0.468711069	0	0	0	0	0	0	0	0	6.865373605	0	0	0.868933144	0.533252595	0	0	0	0	3.929504505	0	0.612932269	0.269971453	0	2.071611898	0	0	0	2.47943547	0	0	0	0	0.854686757	0	0	0.010595727	0.104788123	0.170565373	0	0	0.627928196	3.744110642	0	0	0	0	0.265832136	0.862596225	0.02258122	0.311446922	0.206848914	0.613378944	0.10610891	0	1.098980942	0.087568601	1.216647327	0.799973767	0	2.129791004	1.238763944	2.429942978
Comb_48h_sc_C2	Comb	48h	sc	C2	0.337693257	0	0	0.209402028	0.36995429	0	0.502123206	0.976781838	0	7.279429824	0	0.374345865	0.208431115	0.929917807	0.00566843	0	0	0	4.261142631	0	0.981706869	0.464243978	0	2.08981111	0	0	0.054107599	2.661283258	0	0.286837543	0	0.477054546	1.355060588	0.512421129	0	1.144635869	0.199677636	0.401890865	0.041981235	0	1.07455738	4.615170735	0.13746944	1.044905685	0	0	0.459971322	1.434330507	0.07086013	1.300071631	0.198116364	0.806666551	0.488291136	0.327162339	1.657464704	0.434246405	0.825521167	0.601345392	0	2.684678945	1.209716717	2.828295192
Comb_48h_sc_C3	Comb	48h	sc	C3	0.067494972	0	0	1.702090365	0.28681659	0	0.101029458	0.72656154	0	7.276168812	0.148828446	0	0.043319422	0.601783241	0	0	0	0	3.071709655	0	0.719648909	0	0.007148122	1.850364989	0	0	0	2.516369802	0	0.170354833	0	0.100121611	0.895981991	0.457759366	0	0.443793734	0.134717879	0.333736039	0.115274979	0.602552671	0.489356027	3.301265929	0	0.482874323	0	0	0.34011871	0.835994344	0	0.2059058	0	0.61463146	0	0.175516176	1.240836912	0.287939818	0.571456341	0.488413087	0	1.955505135	0	2.46489395
Comb_48h_sc_C4	Comb	48h	sc	C4	0.388777311	0	0	0.26933303	0	0	0	0.851802252	0	8.097428487	0	0	0	1.176960257	0	0	0	0	5.603223048	0	1.22530383	0.254108774	0	2.756289435	0.023749463	0	0.101133211	2.575145365	0	0	0.220724504	0.40534478	1.434507182	0.575154946	0	1.339640577	0.466196894	0.326772519	0.235631117	0	0.242051131	3.665999253	0	1.097965846	0	0	0.420340962	1.264601971	0	0.582368719	0	1.306186814	0.220226361	0	1.568527428	0.185067147	0.933177159	1.021644699	0	3.131287372	3.070366569	2.616748382
Comb_48h_sc_C5	Comb	48h	sc	C5	0	0	0	0.171481755	0	0	0.242493316	1.056289618	0	6.908944432	0	0	0.358395427	0.756732507	0	0	0	0	5.803195487	0	1.372793407	0.66169007	0	1.224289107	0	0	0.46928323	2.27408002	0	0	0	0.49922993	0.585237229	0.320177046	0	1.025778001	0.378822108	0.475430648	0.275300425	0	1.001907189	3.70625866	0.512899764	0.141165093	0	0.109387519	0.391741575	0.434174639	0	0.673780572	0	0.652394901	0.455255005	0	1.159212582	0.010906113	1.128464843	0.80244079	0	1.851393141	0.615152486	2.601904872
Comb_48h_sc_C6	Comb	48h	sc	C6	0.537795988	0	0	0	0	0	0.111175859	0	0	7.075525591	0	0.09546154	0.02284138	0.977560467	0	0	0	0	4.766012406	0	1.535921734	0.263316228	0	1.43514932	0	0	0	2.999233283	0	0.309372275	0	0.272459622	1.109057905	0.655841405	0	1.070189963	0.260202662	0.358161229	0	0	0.492405835	3.855282404	0.190649888	0.97654297	0	0	0.268406965	1.151926109	0.455452402	0.08710054	0	0.744896021	0.036246471	0	1.541499364	0.119143842	0.98661956	0.439128967	0	3.123807596	2.191206903	2.627959598
Comb_48h_sc_C7	Comb	48h	sc	C7	0.42732065	0	0	0.352825693	0	0	0.127202464	0.463591339	0	7.086745038	0	0	1.38613525	0.830137149	0	0	0	0	5.253616762	0	1.128688631	0.494256927	0	1.362206562	0	0	0	2.263758875	0	0.338292635	0	0.363408368	0.940114844	0.732925	0	1.346199994	0.258498634	0.103273563	0.018575853	0.104621591	0.561513477	3.803163366	0.017726245	0.36311556	0	0	0	0.899746205	0.123778132	0.677449472	0	0.525234034	0.316775702	0	1.23584846	0.114256137	0.905958863	0.63663716	0	2.133831745	1.203228439	2.564170263
Comb_48h_sc_C8	Comb	48h	sc	C8	0.030497066	0	0	0	0	0	0	0.120935623	0	6.869924729	0	0	0.441152444	0.590904534	0	0	0	0	3.892488841	0	1.120761605	0.020026772	0	2.03634235	0	0	0.323357327	2.323083558	0	0	0	0.099402082	0.423771341	0.259181922	0	0.975906271	0.279002278	0.030943844	0.003325202	0.290694343	0.42784496	3.639638144	0.142087426	0.522868038	0	0	0.15121888	0.835852734	0.128400067	0.260899703	0	0.54551225	0.013397917	0	1.196585236	0.078442311	0.967424487	0.401595594	0	2.32012681	0	2.710025474
Comb_48h_sc_C9	Comb	48h	sc	C9	0.448227053	0	0	0	0	0	0.408120137	0.259528966	0	7.389848637	0	0	3.113239345	0.986646605	0	0	0	0	5.693415217	0	1.119428435	0.345123813	0	1.751300616	0	0	0.360942045	2.574447278	0	0.060032009	0	0.313210131	0.9183614	0.271362949	0	1.303502543	0.348556862	0.563401616	0.057280583	0	0.388000302	3.995435424	0	1.149901321	0	0	0.140997333	1.085476794	0	0.851223981	0	0.422119023	0.018134718	0.133049181	1.230793193	0.406870421	0.825851688	0.281441989	0	2.157353967	2.630069907	2.751962742
Comb_48h_sc_C10	Comb	48h	sc	C10	0	0	0	0.317363949	0	0	0	0.193799047	0	6.368728498	0	0	0.578716018	0.542767637	0	0	0	0	3.87560791	0	0.416577559	0	0	1.888835331	0	0	0	2.221680816	0	0	0	0	0.507833591	0.206183438	0	0.554606626	0.113045251	0.077627698	0	0	1.220282604	3.33121291	0.01355853	0.490758699	0	0	0.270414635	0.531799874	0.200521984	0.454017632	0	0	0	0	1.060221516	0.250408987	0.783857679	0.068015478	0	2.170882191	2.780762942	2.514010406
Comb_48h_sc_C11	Comb	48h	sc	C11	0.472075251	0	0	0.021870895	0	0	0	0.468986467	0	7.958445705	0	0.137606037	0.947391281	1.255504502	0.001845613	0	0	0	6.153051763	0	0.985868748	0.478460493	0	2.277681469	0	0	0.00016892	3.124857569	0	0.09049457	0	0.290241554	0.786593098	0.490783884	0	0.749100146	0.276419459	0.377513288	0	0	0.820163785	4.191331668	0	1.220663182	0	0	0.575547474	1.203535325	0	0.116695259	0	0.732368327	0	0.008263008	1.492293784	0.09630342	0.745105173	0.679617442	0	2.373366471	2.65740563	2.722812196
Comb_48h_sc_C12	Comb	48h	sc	C12	0.151476397	0	0	0.125886656	0	0	0	0.200065417	0	6.853592862	0	0	0	0.742605248	0	0	0	0	5.098165891	0	1.165882612	0.307026126	0	1.736197852	0	0	0.487526452	2.231977501	0	0	0	0.397801373	0.734741117	0.757546296	0	0.127254307	0.084773829	0.06696802	0	0	0.469148485	3.576319511	0	0.842238494	0	0	0.35071347	0.715788962	0	0.409514315	0	0.183191933	0	0	1.121032146	0.23061679	1.323160763	0	0	2.181809684	0.335557057	2.685088082
Comb_48h_sc_D2	Comb	48h	sc	D2	0	0	0	0.583652863	0	0	0	0.096162681	0	6.682657555	0	0	0.409838816	0.752641912	0	0	0	0	4.790270778	0	1.304738517	0.27017198	0	1.550397951	0	0	0	2.195467586	0	0	0	0	0.829239786	0.453683183	0	0.929773651	0.037152402	0.104322347	0.05968787	0	0.891547091	3.2066072	0	1.068408171	0	0	0.393303705	0.673152214	0	0.16738388	0.178841592	0.532485947	0.024437892	0.039469661	1.016384034	0.134881209	0.648097343	0.376300079	0	2.099469468	0.385797041	2.12553015
Comb_48h_sc_D3	Comb	48h	sc	D3	0.514882521	0	0	0.358896387	0.759986757	0.154462107	0.381158831	0.572710507	0.546324777	7.183290792	0.076063796	0.719914721	0.364603446	1.077841355	0.24387179	0	0	0	4.722052699	0	1.508370268	0.196249702	0	2.099736696	0	0	0	3.365814912	0	0.703832578	0	0.843238665	1.450475652	0.698727683	0.037106394	1.522099063	0.388020722	0.13993529	0.103156542	0	1.533388099	5.077987426	0.181014011	1.243199512	0	0.053798453	0.703551758	1.760861083	0.342492221	0.77593032	0	0.519321895	0.217088967	0.020851334	1.959100897	0.619185006	1.321396018	0.787208097	0	2.962035082	1.162561041	3.338938882
Comb_48h_sc_D4	Comb	48h	sc	D4	0.168249267	0	0	0.277368582	0	0	0.019138743	0.359990269	0	7.237217534	0	0	0.799869214	0.978544949	0	0	0	0	5.117386438	0	1.564032665	0.581371314	0	1.322717028	0	0	0.07048476	2.418426344	0	0.235446161	0	0.444856425	0.744455315	0.334764854	0	1.027132382	0.379441658	0.395151818	0.076957837	0.140317966	0.665559734	3.583401155	0	1.086084447	0	0.110382298	0.125075957	0.853266418	0	0.659303755	0	1.051030135	0	0	1.235306239	0.370610171	0.764005358	0.673507247	0	2.194040344	2.459406043	2.616469073
Comb_48h_sc_D5	Comb	48h	sc	D5	0.478231354	0	0	0.336059287	0	0	0.147005596	0.647633895	0.243448316	8.027809092	0	0	1.233632598	1.005647332	0.046058828	0	0	0.013885406	5.367774247	0	1.032926494	0.605168666	0	2.185215584	0	0	0	2.996597946	0	0.124541406	0	0.141313091	1.517314398	0.450806226	0	1.302686679	0.535970609	0.436564042	0.164353406	0	0.612756348	4.101233316	0.132097172	0.606338432	0	0	0.521080624	1.30507046	0	0.820313719	0.123381687	0.986044191	0.027327586	0	1.604035202	0.157309909	1.104481196	1.262663949	0	1.401809469	2.063880427	2.483642838
Comb_48h_sc_D6	Comb	48h	sc	D6	0.609501138	0	0	0.073364288	0	0	0	0.880170065	0.136213974	7.154834005	0	0	0.713232412	0.859255281	0	0	0	0	4.744517856	0	1.764974498	0.693329543	0	0.95222202	0	0	0	2.605686699	0	0	0	0.509871974	0.82473394	0.756322544	0	1.257356183	0.228097541	0.501662489	0.179118905	0	0.915273494	3.682633984	0	0.929699604	0	0.120312963	0.944871596	0.864736595	0.129757929	0.725786902	0	0.968184972	0.167266853	0	1.201854363	0.302844803	0.656242744	0.620483381	0	1.755990382	0.130742712	2.454885135
Comb_48h_sc_D7	Comb	48h	sc	D7	0.6201186	0	0	0.631867418	0.101535683	0	0.55411187	0.325152998	0.279764109	7.920601886	0	0.259673818	0.521610898	1.211333952	0.117433644	0	0	0	5.287001254	0	1.424110117	0.710807868	0	2.71223658	0	0	0.444657135	2.649132861	0	0	0	0.471382048	1.397427012	0.53205131	0	1.516554744	0.729496745	0.731165383	0.473928748	0.28229621	1.10716988	4.262670747	0.456053164	1.326177692	0	0.375099463	0	1.328344898	0.001323283	1.082126171	0	0.798188496	0.692091151	0.214126674	1.453507125	0.223379457	1.139075667	0.877403365	0	2.542327014	2.228798887	2.470485883
Comb_48h_sc_D8	Comb	48h	sc	D8	0	0	0	0	0	0	0	0	0	5.563171657	0	0	0.441839716	0.467327886	0	0	0	0	4.361306509	0	0.474867609	0.037040557	0	1.05197385	0	0	0	1.652284354	0	0	0	0	0.35148208	0	0	0.362734961	0	0	0	0	0	2.467564101	0	0.190140187	0	0	0.18738586	0	0	0.067849983	0	0	0	0	0.496122702	0	0.866584926	0	0	1.288257659	0	1.973376744
Comb_48h_sc_D9	Comb	48h	sc	D9	0.777847661	0	0	0.165729259	0	0	0.253206351	0.960918565	0.058902532	7.526071454	0	0.157990844	0.493237795	1.307160511	0	0	0	0	5.587426971	0	1.046869125	0.815074153	0	2.165767647	0	0	0.025271151	2.791458871	0	0.04824385	0	0.259379469	1.351704786	0.186592365	0	1.331188581	0.568002246	0.248492461	0.1880689	0.307570777	1.01710337	4.440792291	0.138990435	0.36863881	0	0.055935565	0.201974614	1.308768631	0	1.460543721	0	0.292766866	0.085964125	0	1.344736312	0	0.997113972	0.185953541	0	2.663574002	1.631461532	3.099902659
Comb_48h_sc_D10	Comb	48h	sc	D10	0.420908179	0	0	0.356444864	0	0	0.063169485	0.467358541	0.001255494	6.99946056	0	0	0.69365787	1.024095818	0	0	0	0	4.637265258	0	1.080146153	0.39283007	0.057209201	1.515591097	0	0	0	2.546247289	0	0.171082208	0	0.196992961	0.953398222	0	0	0.478297604	0.097182853	0.487064154	0.047637902	0	1.180869275	4.036686003	0	1.069545778	0	0	1.0370827	1.134198824	0.528372347	0.339082879	0	0.293533294	0	0	1.313067474	0.302390509	1.251349334	0.264622406	0	1.846157551	0	2.664541773
Comb_48h_sc_D11	Comb	48h	sc	D11	0.598606502	0	0	0	0	0	0	0.500575803	0.143639085	6.346747557	0.000498015	0	0.434623638	0.156081104	0	0	0	0	3.281185206	0	0.950028191	0.103210474	0	1.369603741	0	0	0	2.151699636	0	0	0	0	0.923260787	0.464253276	0	0.840031424	0.010743432	0.190874009	0	0	0.861923936	3.30401617	0	0.582951707	0	0	0.945105078	0.769207697	0.275306639	0	0	0.092676194	0	0	1.103312566	0.392041491	1.052254183	0.503082141	0	1.113185099	0	2.464174461
Comb_48h_sc_D12	Comb	48h	sc	D12	0.121926847	0	0	0.102390199	0	0	0.130236224	0.409918769	0	6.975092255	0	0	0	0.442412566	0	0	0	0	4.698881645	0	1.091722261	0.157939013	0	0.606220718	0	0	0.134318077	1.760500807	0	0	0	0	0.383002272	0.403293938	0	0.268592185	0.053672496	0.130783019	0	0.147321709	0.270547459	3.01213478	0	0.670479271	0	0	0.073546357	0.862206723	0.207406456	0.161047885	0	0.327852453	0	0	0.946525882	0.043356986	0.901918507	0.445815726	0	1.977371782	0.452710253	2.280005355
Comb_48h_sc_E2	Comb	48h	sc	E2	0.072249971	0	0	0.283113047	0	0	0.006550565	0.508112426	0	7.075400537	0	0	0.69396084	1.104852361	0	0	0	0	5.277334207	0	0.90503506	0.013308146	0	0.933787727	0	0	0	2.70513312	0	0	0	0.653287989	0.889216579	0.758874651	0	1.047846378	0	0.346401829	0.02005996	0.474356617	0.760959649	3.900826336	0.161293033	0.58350273	0	0	0.128368813	0.818959711	0.110279872	0.725784494	0	0.222170546	0.387412381	0	1.090284716	0.177667084	0.552752985	0.571885664	0	1.887322958	1.440873469	2.157800646
Comb_48h_sc_E3	Comb	48h	sc	E3	0.045409154	0	0	0.273743096	0.040575174	0	0	0.687144227	0	7.576731808	0	0.011224279	0.240600587	0.954294719	0	0	0	0	6.013156243	0	1.688395194	0.142585792	0	2.143114411	0	0	0.099975048	2.616522709	0	0.207214655	0	0.611073025	0.694137692	0.964511565	0	0.753832194	0.189268341	0.266763088	0	0	1.002745256	3.684519244	0	0.996444339	0	0	0.218000702	1.199588105	0	1.130378126	0	1.097777713	0.142896484	0	1.441947091	0.254813423	0.688791129	0.841093222	0	2.132992021	2.275145758	2.728163152
Comb_48h_sc_E4	Comb	48h	sc	E4	0.554468063	0	0	0	0.071840322	0	0.229296267	0.400219669	0	6.702169789	0	0.0566733	1.006836132	0.859141941	0	0	0	0	3.582320076	0	0.708865602	0.351706508	0	1.893412819	0	0	0	2.859210767	0	0	0	0.067926203	0.668428908	0.320371407	0	1.167144927	0.202204085	0.317231301	0.179402979	0	1.14111214	3.698245778	0	0.484725271	0	0.059668051	0.595751023	0.93938432	0.127985406	0.710288485	0	0.598022232	0.312849353	0	1.427628974	0.304091048	0.983993537	0.497325634	0	2.57586246	3.283526909	2.543682939
Comb_48h_sc_E5	Comb	48h	sc	E5	0.304753163	0	0	0	0.077117077	0	0.421880054	0.448878398	0	6.474138135	0	0.002064474	1.032091596	0.370766636	0	0	0	0	4.52690235	0	0.927321907	0.370397764	0	1.594373135	0	0	0	2.476627955	0	0	0	0.258489552	1.109172719	0	0	1.220464971	0.231432796	0.187899786	0	0	0.57658597	3.321749866	0	0.802074255	0	0	0.307265866	0.825587311	0.122501264	1.507864621	0	0.573609843	0.395189422	0.046940994	1.203362264	0.191127537	0.941002208	0.652196974	0	2.229658544	2.695814749	2.56368668
Comb_48h_sc_E6	Comb	48h	sc	E6	0.447322595	0	0	0.118442839	0	0	0	0.32817721	0	7.112718421	0	0	1.098322747	0.981624639	0	0	0	0	6.296336003	0	1.619343856	0.481444003	0	1.556775414	0	0	0	2.617825823	0	0	0	0.224391073	0.924686115	0.325714155	0	1.379582832	0.398698559	0.27136561	0.174540766	0	0.095937917	4.153061649	0	1.051911517	0	0	0.310571019	1.057805	0	1.900463716	0	0.781792941	0	0	1.369471847	0.223955404	0.125602619	0.860455992	0	2.895733326	3.505683515	2.257367458
Comb_48h_sc_E7	Comb	48h	sc	E7	0.468331314	0	0	0	0	0	0.355891215	0	0	7.141446317	0	0.219253209	0.643873889	0.949251033	0	0	0	0	4.829365859	0	1.000360993	0.393510006	0	1.656921993	0	0	0.008569201	2.628171887	0	0	0	0.160492164	0.401287731	0.206767759	0	0.853437153	0.357642711	0.285702856	0	0	0.333093836	3.662305097	0	1.149089526	0	0.09267752	0.315050605	0.953123728	0.108464228	0.910249329	0	0.665254253	0	0	1.172964438	0.178788104	0.588445829	0.465381484	0	3.039978114	2.802025276	2.583176639
Comb_48h_sc_E8	Comb	48h	sc	E8	0.325275435	0	0	0.095404542	0	0	0	0.648300679	0	7.193292612	0	0	0	0.604836619	0	0	0	0	5.634689611	0	0.942338405	0.175371792	0	1.096918672	0	0	0	2.407980194	0	0	0	0.38451776	0.525370984	0.368217332	0	0.469052053	0	0	0	0	0.277368069	3.363944324	0.033687198	0.51835232	0	0	0	0.526600395	0	0.752607275	0	0.046427004	0	0	0.682247189	0.00858327	0.442621754	0.229399919	0	1.271196243	0.739041786	2.303704343
Comb_48h_sc_E9	Comb	48h	sc	E9	0.57990993	0	0	0.414330174	0.068919718	0.072392143	0.002090493	0.865189129	0.135631257	8.179976547	0	0.386935326	0.504788001	1.558288792	0	0	0	0	5.296464159	0	1.286052038	0	0	2.382831617	0	0	0	2.822593863	0	0.738647492	0	0.563212882	1.769392114	0.439991834	0	1.567605305	0.758176421	0.21724532	0.267865751	0.004653354	1.077363815	3.397147914	0	1.69238933	0	0	0.984592982	0.950807192	0	2.015156298	0	1.226361351	0	0	1.209462993	0.350595558	1.580486853	0.463937833	0	2.719610036	1.567805236	2.973302515
Comb_48h_sc_E10	Comb	48h	sc	E10	0.293981576	0	0	0.026877231	0	0	0.177593264	0.38482501	0	6.717003212	0	0	0.587225148	1.153167443	0	0	0	0	3.656174063	0	0.714584937	0.255698082	0	1.37964448	0	0	0	2.499681274	0	0	0	0	0.84913596	0	0	0.756534458	0.107539446	0.05266199	0	0	0.489926011	3.595793175	0.049802221	0.27108195	0	0	0.3536938	0.763419552	0	0.446451051	0	0	0.175763125	0	1.111924431	0.300599647	0.506524475	0.48286653	0	2.033398875	0.590919519	2.627359662
Comb_48h_sc_E11	Comb	48h	sc	E11	0.262553569	0	0	0.353824525	0	0	0	0.110240201	0	7.29005599	0	0.152954922	0.849524549	0.875839986	0	0	0	0	4.22531841	0	0.791555072	0.248675058	0	1.265412257	0	0	0	2.177156896	0	0.338015443	0	0.2492052	0.750521826	0.178593893	0	0.698919157	0.337181638	0.117487143	0.038798832	0	1.098411047	3.518642954	0	0.932071064	0	0	0.514223107	0.850405062	0.096546478	0.474574779	0	0.568040237	0.051860972	0.191441494	1.125994035	0.159004064	1.136626885	0	0	2.084438581	3.11780592	2.506144152
Comb_48h_sc_E12	Comb	48h	sc	E12	0.435334917	0	0	0.10155824	0.701328481	0.014171387	0.285289616	0.809976624	0.024067105	7.177501509	0	0.74202674	0	1.088128212	0	0	0	0	4.363420697	0	1.633320267	0.303482291	0	2.035860413	0	0	0	2.789143961	0	0.083233814	0	0.03826756	1.246128594	0.530762999	0	0.632769526	0.272046302	0.456911024	0.04680302	0	1.318533786	4.292588463	0.080097392	0.242322074	0	0.04112018	0.659350649	1.26142635	0	0.843978166	0	0.098109832	0.174273589	0.099585858	1.429384436	0.203570401	1.249270402	0.478595032	0	2.625619264	1.13772575	2.808742235
Comb_48h_sc_F2	Comb	48h	sc	F2	0.65866034	0	0	0	0.021890533	0	0.181120589	0.234094611	0	6.767965274	0	0	0.213598036	0.38469667	0	0	0	0	4.009142492	0	0.724146477	0.114974164	0	0.945468573	0	0	0.300246732	2.184031855	0	0	0	0	1.083204875	0.254374712	0	0.774320465	0.089296141	0.101983013	0.081216838	0.276955799	0.944884225	3.214891976	0	0.70226643	0	0	0.758529874	0.6206693	0.162191886	0.213309221	0	0.217134586	0.239124951	0	0.973589151	0.321309154	0.617872195	0.482813628	0	1.114546728	0.390388048	2.383899014
Comb_48h_sc_F3	Comb	48h	sc	F3	0.243540827	0	0	0.242239949	0	0	0.407088516	0.590820226	0	6.977068217	0	0	0.357355014	0.432507997	0	0	0	0	4.903685634	0	1.146406134	0.293763298	0	1.397107271	0	0	0	2.413082422	0	0	0	0.178128174	0.706442204	0.508334188	0	0.669612323	0.089821044	0	0	0	0.446696537	3.245187223	0	0.611310823	0	0	0.258748947	0.684063812	0.586507027	0	0	0.488043315	0.441472367	0.204343389	1.016967807	0.062696356	1.217018633	0.628917525	0	1.614172963	0.849478251	2.525081006
Comb_48h_sc_F4	Comb	48h	sc	F4	0.212749386	0	0	0.156652875	0	0	0.113354527	0.535929603	0	7.181701798	0	0	0	0.876989144	0	0	0	0	5.354765138	0	1.29769535	0.203153117	0	1.430738036	0	0	0	2.551441257	0	0	0	0.173276033	1.165486983	0.286017221	0	1.023422206	0.189321519	0.24724627	0.049811564	0	0.761133649	3.551629391	0	0.441900478	0	0	0.342571301	0.955036346	0.047710394	0.854504161	0	0.456825872	0.226095535	0	1.282759375	0.277207035	0.543065629	0.286375635	0	2.357674364	0.459806445	2.592616694
Comb_48h_sc_F5	Comb	48h	sc	F5	0.155991673	0	0	0	0	0	0.133375826	1.323561309	0	6.757236335	0	0	0.61103065	1.058831131	0	0	0	0	5.491769771	0	1.260045386	0.511310616	0	0.599848767	0	0	0.126609702	2.217534447	0	0.101741501	0	1.209266356	0.546316781	0.452823043	0	0.644234773	0.244475567	0.158122739	0.133798498	0	0.322946785	3.777435068	0	0.602397957	0	0	0.852150752	0.375301194	0	0.564991346	0	1.046193624	0	0	0.896179432	0	0.91855246	0.361570976	0	1.23152982	0.532273041	2.793791357
Comb_48h_sc_F6	Comb	48h	sc	F6	0.611592488	0	0	0.39891383	0.131228666	0.007778963	0.178845733	0.827300607	0	7.098385234	0	0.383886032	0.677347736	0.562802232	0	0	0	0	3.962779	0	1.024735533	0.622806267	0	0.621851225	0	0	0	2.991253234	0	0	0	0.133281501	1.405360127	0.228242229	0	1.28366842	0.503764704	0.374747487	0.25647154	0.321372044	0.416565329	4.175869077	0.07835649	0.4036815	0	0	0.989156693	1.065437553	0	0.155199819	0	0.245769839	0.254644667	0.227897877	1.55896248	0.239947145	0.909681762	0.384680152	0	2.367946793	0	3.414807025
Comb_48h_sc_F7	Comb	48h	sc	F7	0.242296468	0	0	0	0	0	0	0.188460205	0	6.924468312	0	0	0.002413602	0.832154209	0	0	0	0	5.628604168	0	1.326080572	0.566890883	0	1.937062123	0	0	0.151805318	2.536888614	0	0	0	0	1.264206108	0.270754324	0	0.952276131	0.26771239	0.307137549	0.036752174	0	0.305517509	3.596415335	0	1.245415091	0	0	0.247987238	0.879418877	0	0.419377544	0	0.480798738	0	0	1.053633781	0.129361498	0.93172465	0.293799615	0	2.822526983	0.50013008	2.350479392
